TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
4-Sep-18,201,203.5,200.99,202.97,340900
3-Sep-18,200.11,201.94,198.5,200.58,339300
31-Aug-18,205.4,205.4,200,201.23,295400
30-Aug-18,206,206.3,202.26,203.66,86300
29-Aug-18,206,206.99,203.5,204.9,120200
28-Aug-18,204.81,207,204.81,206.77,447300
27-Aug-18,203,205.99,202.2,205.07,192300
24-Aug-18,199.02,203.88,199,203.32,145900
20-Aug-18,202.2,202.2,198.31,201.42,145300
17-Aug-18,199.98,202,199.98,201.77,171600
16-Aug-18,202,202,198.62,199.99,483900
15-Aug-18,200,202.97,198.91,202.65,199400
13-Aug-18,204,204,200,202.22,283300
10-Aug-18,205.11,207.9,204.5,205.5,350800
9-Aug-18,206.5,207,205.16,206.38,98900
8-Aug-18,204.5,206.75,204,205.98,243600
7-Aug-18,206,206.74,203.3,203.94,215400
6-Aug-18,204.51,206.5,204,205.99,238100
3-Aug-18,200.01,204.99,200.01,204.1,160000
2-Aug-18,205.1,206.54,199.99,201.29,345000
1-Aug-18,208.4,208.4,203.5,205.1,265800
31-Jul-18,214.99,214.99,205.94,207.15,566400
30-Jul-18,215.4,216.5,212.7,213.85,336000
27-Jul-18,210,215,210,213.63,538700
26-Jul-18,209.98,214.4,208,212.61,387200
24-Jul-18,204.5,207,204.1,206.55,487900
23-Jul-18,207.5,207.8,201.05,202.88,442700
20-Jul-18,208,209,206.21,208.28,259300
19-Jul-18,207.01,210.99,205.56,209.43,1073400
18-Jul-18,203.2,206.21,203.2,205.03,434200
17-Jul-18,200.02,204.9,200,202.83,277200
16-Jul-18,208.98,209,199.3,200.48,748200
13-Jul-18,193.98,204.02,193.98,204.02,1271600
12-Jul-18,191.5,195.97,191,194.31,213000
11-Jul-18,189.25,194,189.15,191.81,780200
10-Jul-18,189.1,192,188.4,189.9,743100
9-Jul-18,198,198,190,190.57,260900
6-Jul-18,194.25,196.75,194.25,195.53,141500
5-Jul-18,196.99,197.86,194.51,195.74,358200
4-Jul-18,199.5,199.5,195.12,196.47,519600
3-Jul-18,201.4,201.4,199,199.81,126600
2-Jul-18,198.2,200.9,198,200.19,230600
29-Jun-18,197.51,200.25,197,197.77,431200
28-Jun-18,199,200.77,198.1,199.45,332500
27-Jun-18,200.77,202.5,199,199.18,515800
26-Jun-18,201,201.94,198.6,199.59,432500
25-Jun-18,196.11,201,196.11,200.39,597000
22-Jun-18,197.41,201,196.8,197.78,462300
21-Jun-18,198,201.4,196.06,198.19,725200
20-Jun-18,201.25,202,198.05,198.25,1034100
19-Jun-18,206.13,206.99,200.8,201.46,1528700
14-Jun-18,207,208,205,206.12,542700
13-Jun-18,207,208,205.5,207.71,322500
12-Jun-18,211,213,206.01,206.89,195900
11-Jun-18,214,214.5,210.55,211.81,529200
7-Jun-18,215.1,216,213,213.32,214800
6-Jun-18,211.5,216,210.5,214.85,780100
5-Jun-18,207.44,213.85,207,212.82,632500
4-Jun-18,206,209.8,204.6,208.94,602100
1-Jun-18,202.44,207,202.44,205.67,646800
31-May-18,201.5,205,201,204.19,1008600
30-May-18,204.5,204.5,199.99,200.14,637300
29-May-18,200,204,200,203.95,563700
28-May-18,201.9,204.5,197.2,198.59,274100
25-May-18,198.21,202,198,199.98,263200
24-May-18,202,203,198,199.42,2069500
23-May-18,199.99,204.5,198.51,202.48,380000
22-May-18,199.89,200,196.31,199.81,2038400
21-May-18,197.12,198.5,195.25,197.4,1070000
18-May-18,194.5,198.5,194.5,197.45,2348300
17-May-18,199.5,200.4,191.2,195.47,332200
16-May-18,198.47,200.98,198.47,199.82,94100
15-May-18,199.24,200,198,199.66,263000
14-May-18,199,200,198,198.66,519600
11-May-18,202.8,202.95,199,200.01,348200
10-May-18,203.05,204,200.25,201.2,412500
9-May-18,202,206.85,198.75,205.04,928800
8-May-18,205.5,206.01,200.5,201.12,977300
7-May-18,208.5,208.69,205,205.76,143700
4-May-18,206,206.95,204.49,205.76,366800
3-May-18,209.96,209.96,205.5,206.28,402300
2-May-18,208.98,211.5,208.05,208.88,175200
30-Apr-18,212.5,212.5,208,208.85,548500
27-Apr-18,212.05,213.97,210,210.76,896600
26-Apr-18,214.5,214.5,211,211.43,329900
25-Apr-18,212.9,215,212.5,214.38,196500
24-Apr-18,211.25,213.2,210.75,212.9,335300
23-Apr-18,212,212,210.1,211.43,377900
20-Apr-18,211.02,213,209.6,211.2,227200
19-Apr-18,212.9,213.25,209,211.88,272400
18-Apr-18,214.21,214.69,211.71,212.24,255500
17-Apr-18,214.51,215.44,212.5,214.4,182800
16-Apr-18,215,215.79,214,214.99,48400
13-Apr-18,218.1,218.64,214.5,214.94,391500
12-Apr-18,219,219,216.55,218.55,88400
11-Apr-18,219.68,220,217.22,218.3,248600
10-Apr-18,219.13,219.89,217.5,217.98,115500
9-Apr-18,219,220.97,219,219.94,96100
6-Apr-18,220.95,224.01,219.99,220.31,635100
5-Apr-18,217.1,221,216.6,219.81,2146300
4-Apr-18,216,217.75,216,216.53,1298200
3-Apr-18,216.94,217.01,215.01,215.85,816400
2-Apr-18,218,218.01,214.13,215.99,2110800
30-Mar-18,221.21,221.99,219.15,220.13,1726800
29-Mar-18,222.5,224,221,222.1,410800
28-Mar-18,217.51,222.49,217.51,221.78,164300
27-Mar-18,223.01,224.88,217,217.98,553900
26-Mar-18,223.31,225,221.99,224.51,485300
22-Mar-18,226,226.01,220,224.09,392700
21-Mar-18,220.5,226,220.5,222.95,915300
20-Mar-18,210,220.76,209.02,219.67,1449800
19-Mar-18,206,210.99,206,210.25,163200
16-Mar-18,209,209,205,205.87,987400
15-Mar-18,210.4,210.85,209.1,210.18,364400
14-Mar-18,210.01,211,209,210.04,333600
13-Mar-18,207.92,210.99,207.35,209.99,627400
12-Mar-18,209.5,210.85,206.25,207.34,476100
9-Mar-18,213,213.45,208.1,209.46,1182100
8-Mar-18,212.26,213.5,211.7,212.73,191900
7-Mar-18,213.28,214,212.3,212.99,616600
6-Mar-18,214.5,216.16,213,213.28,356300
5-Mar-18,215.5,216.95,213.51,214.27,127400
2-Mar-18,217.75,218.9,215,215.94,319600
1-Mar-18,219,221.2,216.9,217.47,383500
28-Feb-18,221,222.1,217,218.39,244700
27-Feb-18,216.01,223,215.16,221.17,163600
26-Feb-18,217,219,215,217.2,501300
23-Feb-18,218.97,219.99,214.51,217.95,379000
22-Feb-18,216,220,210.05,215.82,482600
21-Feb-18,220.9,221,215.01,215.63,1596400
20-Feb-18,221.21,221.79,217.76,219.65,444400
19-Feb-18,222.03,225,221.01,222.33,185300
16-Feb-18,220.5,223.5,220,222.95,1353300
15-Feb-18,219,220.8,216.2,219.8,454200
14-Feb-18,218,220.85,217.13,218.51,345600
13-Feb-18,220,221.75,217,218.07,1015500
12-Feb-18,225.91,225.91,218.05,218.43,413300
9-Feb-18,217.01,226.3,217,225.71,272100
8-Feb-18,226,226,219,219.91,311700
7-Feb-18,225,226.89,224.11,225.35,276400
6-Feb-18,221.01,224.5,219.35,223.1,147900
2-Feb-18,224.94,227.79,224,225.95,143900
1-Feb-18,227,231,223,224.04,463600
31-Jan-18,233.99,234.49,225.01,226.57,622000
30-Jan-18,236.3,236.9,230.15,233.01,492900
29-Jan-18,238,243,232.5,236.34,1224500
26-Jan-18,236.56,236.56,231.5,233.21,180600
25-Jan-18,236.99,237.49,235,236.56,140300
24-Jan-18,232.21,237,232.07,236.45,794800
23-Jan-18,233,235,230,234.05,441100
22-Jan-18,231,234,228.13,233.03,559500
19-Jan-18,230.01,231.5,229.5,230.27,416000
18-Jan-18,234.99,236.1,226.25,229.46,1373500
17-Jan-18,227,228,223.01,227.82,464600
16-Jan-18,220.5,227.74,220.5,225.97,347400
15-Jan-18,223.02,223.02,219.02,221.57,379700
12-Jan-18,223.5,225,221.02,224.03,550900
11-Jan-18,226.97,226.97,221.8,224.63,688000
10-Jan-18,218.03,225,218.03,224.67,3081300
9-Jan-18,219,220.1,216,219.76,356800
8-Jan-18,217.82,222.3,217.82,220.19,624100
5-Jan-18,215.9,222.45,215.04,217.82,1254200
4-Jan-18,214.2,217.25,213.5,216.16,1201000
3-Jan-18,217.99,217.99,211.03,216.62,267400
2-Jan-18,210,217.4,209,215.53,712000
1-Jan-18,212.5,212.5,207.61,209.87,90600
29-Dec-17,210,214,208.11,212.32,620700
28-Dec-17,203.99,210.99,201.02,210.14,1774400
27-Dec-17,200,203.65,199.5,202.54,374400
26-Dec-17,203,203,199,200.05,138200
22-Dec-17,201,203.5,200.75,202.45,205600
21-Dec-17,200.99,202.5,198,202.05,166800
20-Dec-17,197.9,201,195.5,200.32,310500
19-Dec-17,195.79,196.83,194.1,195.15,209900
18-Dec-17,197,197.75,194.12,195.15,168400
15-Dec-17,199.48,202,195.61,196.64,594600
14-Dec-17,201.5,201.5,197,198.38,113400
13-Dec-17,199,202.96,197,201.67,391200
12-Dec-17,199.74,199.74,193.5,196.66,415700
11-Dec-17,198.07,200.99,194.6,195.99,267700
8-Dec-17,194.05,200,194.05,199.23,151800
7-Dec-17,199.11,201,194,195.8,536300
6-Dec-17,200.49,201.5,199.99,200.42,112200
5-Dec-17,202,202,199.2,199.68,393000
4-Dec-17,202.51,204.99,199.75,202.26,394700
30-Nov-17,198.5,206,198.5,204.31,2126200
29-Nov-17,203.21,205,201.05,201.55,227900
28-Nov-17,204,205,202.9,203.28,155300
27-Nov-17,202.1,204.4,202,203.41,993000
24-Nov-17,205.99,205.99,202.81,204.8,163000
23-Nov-17,205.45,206.5,203.25,205.28,121300
22-Nov-17,206.11,206.55,203,204.53,191800
21-Nov-17,203.85,209,203.01,206.83,482000
20-Nov-17,203.5,203.75,202,202.4,106000
17-Nov-17,203,204,201.6,202.9,95000
16-Nov-17,204.5,204.95,202,202.81,178000
15-Nov-17,207.1,207.7,202,202.67,1364100
14-Nov-17,210.21,212.49,207.01,207.68,1019100
13-Nov-17,210,212.78,209.1,211.88,141100
10-Nov-17,212.68,212.68,209.12,210.08,129700
9-Nov-17,212.99,213,209.5,210.43,301200
8-Nov-17,209.69,212.85,209,211.71,338700
7-Nov-17,212.9,214,208,210.89,239100
6-Nov-17,210,214,209.1,213.46,278600
3-Nov-17,204.01,214.99,204.01,211.54,218700
2-Nov-17,203.5,208.5,203.5,205.95,356800
1-Nov-17,199.1,208.71,199.1,205.99,423500
31-Oct-17,203.5,203.94,198,198.78,1441000
30-Oct-17,206,206.3,202.01,203.51,474100
27-Oct-17,213.1,213.1,205.1,207.74,1093700
26-Oct-17,215,215.89,212.71,214.25,600300
25-Oct-17,213.99,215.9,212.5,214.1,641700
24-Oct-17,209.75,214,207.81,212.23,702200
23-Oct-17,211.51,214.89,208,208.84,532100
20-Oct-17,208.01,215,207.01,213.24,442500
19-Oct-17,211,211,206.01,208.99,307500
18-Oct-17,207.41,215,204.99,211.73,419300
17-Oct-17,209,211,207.5,208.63,150700
16-Oct-17,205.5,210,205.28,209.26,535600
13-Oct-17,206,207.9,203,205.23,163800
12-Oct-17,209.99,210.97,203,206.2,216300
11-Oct-17,205,213,203.08,209.39,303800
10-Oct-17,207.49,207.49,203.01,205.08,188500
9-Oct-17,205,207.51,204.11,206.59,977400
6-Oct-17,201,207,201,206.27,227300
5-Oct-17,203.8,203.8,199,201.78,159100
4-Oct-17,204,204,196.55,200,329200
3-Oct-17,204.01,205.2,201,202.02,300300
2-Oct-17,208.9,209,202.2,203.6,136800
29-Sep-17,209.9,212,205,209,162100
28-Sep-17,210.5,212,209.03,209.9,86100
27-Sep-17,210.05,212.75,208.5,211.01,275000
26-Sep-17,212,212.51,210.5,211.22,1679200
25-Sep-17,215.97,215.97,209.01,210.98,3311100
22-Sep-17,212,214,211,212.95,166700
21-Sep-17,216.41,218.79,210,211.05,477800
20-Sep-17,212.1,219,212.1,217.58,757400
19-Sep-17,212,214,210,213.55,514500
18-Sep-17,204.84,213.5,199.12,212.39,1431100
15-Sep-17,210.5,213,200.01,203.93,1647300
14-Sep-17,204.01,211.5,204.01,209.5,712300
13-Sep-17,202,205.9,201.12,204,846700
12-Sep-17,197.85,202,194.52,200.73,766200
11-Sep-17,195.9,198,194.1,195.96,352200
8-Sep-17,200.5,202.35,195.11,195.86,1510800
7-Sep-17,196,198.99,195.01,196.28,891000
6-Sep-17,198.9,200.48,198,199.51,910800
5-Sep-17,195.88,199.99,192.5,196.2,906600
31-Aug-17,194.75,196,191,193.46,1154800
30-Aug-17,190.51,192.49,188.21,190.43,435900
29-Aug-17,196.2,198,189.05,191.06,377300
28-Aug-17,199.5,200,195.25,196.03,407500
25-Aug-17,198.94,201.1,195.26,198.54,955500
24-Aug-17,199.01,200,197.01,198.29,550500
23-Aug-17,197.99,200,197.3,198.73,289400
22-Aug-17,195.22,199.89,193.95,195.69,618800
21-Aug-17,200.03,202.39,196,197.91,230500
18-Aug-17,202.2,202.2,197,200.16,818300
17-Aug-17,205.01,206.87,200,200.49,355400
16-Aug-17,204.25,207,204.25,205.82,223700
15-Aug-17,211,211.01,202.07,203.86,397600
11-Aug-17,213,213,209.1,211.35,598600
10-Aug-17,215.46,216.5,212.5,212.96,524200
9-Aug-17,211.5,215,209,213.89,864400
8-Aug-17,212,214,211,211.66,563000
7-Aug-17,212.01,212.65,210.5,211.62,112100
4-Aug-17,215.01,216.9,212.3,213.18,268900
3-Aug-17,211,218,211,216.11,2665000
2-Aug-17,209.25,212,209.25,211.86,1167000
1-Aug-17,207,209.8,205.25,208.53,1047500
31-Jul-17,208.01,212.8,205,206.58,3440900
28-Jul-17,208.75,212.99,204.44,207.45,3712900
27-Jul-17,215.5,216.99,214.7,215.19,281200
26-Jul-17,215,215.99,214,214.95,534400
25-Jul-17,214.5,216,214,214.55,889200
24-Jul-17,211.6,215.99,211.6,214.09,778300
21-Jul-17,209,212.48,207.5,211.48,369100
20-Jul-17,210,214,209,210.46,1603000
19-Jul-17,210.01,210.1,207.5,209.2,767400
18-Jul-17,205,210,205,209.68,918100
17-Jul-17,202.25,207,202,204.91,498300
14-Jul-17,203,205,201.99,204.46,741100
13-Jul-17,201,205,199.51,202.64,773300
12-Jul-17,200,203.4,197.55,200.18,1160400
11-Jul-17,207.1,208,201.48,201.63,1327900
10-Jul-17,204.01,213.45,202.1,212.08,1639200
7-Jul-17,202.5,205.5,202.1,205.04,221300
6-Jul-17,205.1,207.99,200,202.78,471500
5-Jul-17,201.5,207.5,200.1,205.03,1239100
4-Jul-17,200,204,198.25,201.08,960400
3-Jul-17,209.01,209.01,199.91,199.91,1740100
30-Jun-17,216,216,209.98,210.43,744800
29-Jun-17,209.1,218.3,209,213.5,1790300
22-Jun-17,207.5,212.44,205,209.6,1247500
21-Jun-17,200,207.2,197,205.54,1361700
20-Jun-17,211,213.5,200.99,201.02,2102000
19-Jun-17,208.02,213.5,208.01,211.56,1296800
16-Jun-17,207.98,209.5,205,208.02,592700
15-Jun-17,207.02,210.4,205.1,207.5,1701900
14-Jun-17,211,214.25,206.6,207.37,1007000
13-Jun-17,209.1,214,204.5,210.2,2076000
12-Jun-17,215,215,206.76,208.39,940000
9-Jun-17,217.25,218,214.6,215.2,430200
8-Jun-17,217,219,215.8,217.93,930500
7-Jun-17,217.9,218,215,216.86,669800
6-Jun-17,217.99,218.5,214,215.91,1497600
5-Jun-17,211.97,218,210.52,216.27,2728000
2-Jun-17,208,214,206.55,210.79,3101700
1-Jun-17,218,222,209.29,211.01,6329100
31-May-17,231,233,219.9,220.3,11726200
30-May-17,239.5,241.99,228.05,231.47,2334800
29-May-17,240,242.5,238,239.75,1093700
26-May-17,248,249.5,241,242.56,1486700
25-May-17,256.45,257.5,244.1,247.08,1701400
24-May-17,248.5,256.8,248.49,252.7,2051400
23-May-17,238.4,249.88,238.4,247.56,2490700
22-May-17,236,242.1,236,237.99,2226000
19-May-17,236.11,241,235,235.88,706200
18-May-17,244.36,245.28,234.1,236.02,1015900
17-May-17,254,256,241.52,245.36,2741700
16-May-17,264.1,267,252.5,254.18,2295500
15-May-17,255.8,264.5,255.75,262.1,1517400
12-May-17,249,255,248.25,254,1474500
11-May-17,250,252.5,248.25,249.1,728900
10-May-17,246.02,251.9,242,249.16,1109500
9-May-17,247.26,250,244,246.52,1983600
8-May-17,228.75,241.02,228.75,241.02,2045600
5-May-17,220.01,231.65,219.05,229.55,2620400
4-May-17,216.01,222,216,220.62,730200
3-May-17,214,218,213,215.07,1004400
2-May-17,218,218,212,213.26,427000
28-Apr-17,217,218.45,215.99,217.38,1189100
27-Apr-17,217.94,218.9,216.55,217.75,389500
26-Apr-17,217.89,220.05,216.5,217.42,898000
25-Apr-17,221.94,222,216,217.63,833400
24-Apr-17,213.97,223.2,213.97,220.92,1983900
21-Apr-17,215.99,217.4,211.9,212.72,1039400
20-Apr-17,213,223.12,212,215.09,1732100
19-Apr-17,213,214,209.1,212.5,747600
18-Apr-17,217,217,213.61,213.98,236600
17-Apr-17,218.49,218.8,216,216.97,177400
14-Apr-17,219.02,219.95,217.7,218.19,163700
13-Apr-17,221.45,221.97,218.8,219.3,167000
12-Apr-17,221,221.5,220.6,220.93,272600
11-Apr-17,223.97,223.97,219.91,220.57,392800
10-Apr-17,220.32,223,219.99,221.2,578000
7-Apr-17,222.5,222.5,218,220.3,384100
6-Apr-17,223.4,224.48,218,222.43,211600
5-Apr-17,228.44,229,223,223.78,197100
4-Apr-17,227.01,228,226.8,227.24,65400
3-Apr-17,227.4,229,224.3,228.49,323700
31-Mar-17,223.99,228,220,227.4,167100
30-Mar-17,224.07,225.48,220,223.12,393000
29-Mar-17,229.89,230.5,224,224.97,468100
28-Mar-17,229.89,229.89,227.58,228.65,185100
27-Mar-17,230,230.5,227.62,228.99,129300
24-Mar-17,233,233.45,229.51,229.98,243800
22-Mar-17,232.5,234,231.99,233.35,126600
21-Mar-17,229.6,234,229,233.83,128900
20-Mar-17,227,229.98,227,228.49,235700
17-Mar-17,228.9,229.01,226,226.35,341100
16-Mar-17,235,235,226,232.3,785300
15-Mar-17,235.5,236.99,233.7,234.56,454700
14-Mar-17,234.9,237,232.5,235.84,347900
13-Mar-17,238.5,238.5,235,235.79,156500
10-Mar-17,237.01,238.49,235.04,238.11,222900
9-Mar-17,237.99,239.35,237.02,238.78,873400
8-Mar-17,236.9,238.99,236,238.71,258900
7-Mar-17,234.1,238,233,236.87,708500
6-Mar-17,233,234.99,232.16,234.09,332200
3-Mar-17,230.12,233.51,230,231.94,644500
2-Mar-17,229,233.5,229,230.99,311200
1-Mar-17,228,228.75,226.52,227.39,124400
28-Feb-17,228.11,229.95,226,227.2,203400
27-Feb-17,230.5,231,228,229.02,723300
24-Feb-17,234.95,234.97,229.5,231.01,411800
23-Feb-17,232,235,228,234.17,314600
22-Feb-17,228,234.39,228,232,887600
21-Feb-17,228,229.49,226.7,228.79,376400
20-Feb-17,228.4,229,226,227.6,294700
17-Feb-17,225.25,228.99,225,227.31,655300
16-Feb-17,223.3,226.99,223.3,225.9,562600
15-Feb-17,226.6,227.35,221,223.45,612100
14-Feb-17,226.02,226.84,224,226.01,389700
13-Feb-17,226.74,227.85,225.5,226.59,533100
10-Feb-17,227.01,228.5,225.1,226.02,700500
9-Feb-17,231.45,231.5,226.6,227.01,753500
8-Feb-17,238.2,240.5,229.75,230.98,3924300
7-Feb-17,238.51,240,237,237.93,1510100
6-Feb-17,239.79,239.8,236.21,237.99,226800
3-Feb-17,239.04,239.89,237,237.99,565100
2-Feb-17,241.7,241.7,238.5,239.59,592300
1-Feb-17,243.9,243.95,240,240.78,1282100
31-Jan-17,245.05,246.5,241,242.01,417100
30-Jan-17,251.91,253,241,245.42,295600
27-Jan-17,248.9,258.5,248.9,249.55,704100
26-Jan-17,241.51,251.49,240,248.77,1129800
25-Jan-17,245.75,247.01,241.5,242.19,1085000
24-Jan-17,243,245,242,244.27,590900
23-Jan-17,244.94,245.4,242.7,243.34,312800
20-Jan-17,244,246,242.48,243.52,485100
19-Jan-17,244.49,245.05,242.1,243.34,187300
18-Jan-17,243.89,248.25,242,242.46,687200
17-Jan-17,248.95,248.95,239,243.72,950600
16-Jan-17,252,252.9,244.51,245.2,945600
13-Jan-17,255.25,255.25,249.5,250.35,415600
12-Jan-17,257.39,257.39,254,255.01,513800
11-Jan-17,244.1,256.1,244,254.73,2015100
10-Jan-17,242,247,238.7,245.91,803800
9-Jan-17,239.3,244,238.1,240.46,772000
6-Jan-17,238.05,240,236.6,238.03,491700
5-Jan-17,240.6,241.99,237,237.96,511900
4-Jan-17,244,245.5,239.8,240.33,597300
3-Jan-17,243,245.25,240,244.74,653500
2-Jan-17,237.9,243.3,237.9,242.25,651900
30-Dec-16,236.2,238.91,235,237.82,387500
29-Dec-16,239.97,240.98,235.51,236.77,647700
28-Dec-16,234.3,241.51,234,238.32,644700
27-Dec-16,233.51,235.5,232,232.89,287100
26-Dec-16,232.35,234.88,232.35,233.44,135900
23-Dec-16,236,237.88,232.62,233.46,622200
22-Dec-16,241,242.99,236.8,237.43,739800
21-Dec-16,240.42,247,234.5,240.21,2099200
20-Dec-16,234.9,241.99,232.51,240.42,1482500
19-Dec-16,235.1,238,233,234.58,683500
16-Dec-16,237.6,239.4,233.9,236,469000
15-Dec-16,235,238.8,234.25,237.92,986300
14-Dec-16,231.99,235.5,229,233.61,659100
13-Dec-16,233.2,236,230,231.78,780700
9-Dec-16,227.58,233,227.58,232.83,784700
8-Dec-16,232,235.9,227,229.05,3598400
7-Dec-16,224.9,232.05,222,229.24,1382700
6-Dec-16,220.4,225,220.4,224.19,440200
5-Dec-16,221,222,219.3,220.75,270000
2-Dec-16,216,219.9,215.5,218.69,195800
1-Dec-16,220.88,221,214,214.72,889000
30-Nov-16,219.48,222.5,219,221.09,462300
29-Nov-16,226,226.5,218,218.85,824400
28-Nov-16,225.77,226.8,224.81,225.52,300100
25-Nov-16,227,227,225.2,225.77,122300
24-Nov-16,226.01,228.3,225.5,226.06,232900
23-Nov-16,228,228,226.2,227.13,187100
22-Nov-16,226.99,227.98,226.01,227.44,167000
21-Nov-16,226,227.5,225.5,226.48,358400
18-Nov-16,226,228,225.1,227.19,241300
17-Nov-16,227,227.89,225.4,226.02,820600
16-Nov-16,225.11,227.5,225,226.94,444400
15-Nov-16,225,227.88,224.82,225.35,276800
14-Nov-16,227.05,229,223.61,226.83,502900
11-Nov-16,227,229.5,226.1,226.78,661400
10-Nov-16,225,229,225,227.49,1441700
9-Nov-16,225,225,218.1,224.01,737700
8-Nov-16,224.95,228,223.9,224.26,1178500
7-Nov-16,222.89,226.5,221.04,224.93,822800
4-Nov-16,222.96,224.98,221,221.55,710600
3-Nov-16,221.5,225.5,220,222.87,1052900
2-Nov-16,221,223.99,219,220.39,1295300
1-Nov-16,214.95,221.5,212.1,218.78,2056400
31-Oct-16,214.4,218,210,213.43,749900
28-Oct-16,214,217,211,215.52,362700
27-Oct-16,218.9,221,213.51,215.97,1806900
26-Oct-16,217.05,220.49,213.5,214.96,948100
25-Oct-16,217.95,219.5,212,216.51,657000
24-Oct-16,221.5,221.5,216.25,217.03,233300
21-Oct-16,222.99,223,219.71,220.33,374900
20-Oct-16,219.9,223.8,219.9,222.4,617200
19-Oct-16,222,222,217.1,218.67,628100
18-Oct-16,223,223,218.6,220.98,392600
17-Oct-16,226,228.5,222,223.46,541400
14-Oct-16,223,227,221,225.89,608500
13-Oct-16,225,225.5,220.61,222.76,477900
10-Oct-16,223,225.5,222.52,224.68,356500
7-Oct-16,228,229,222.05,223.65,384400
6-Oct-16,229.8,231,226.01,226.74,720300
5-Oct-16,227.68,232.89,227.01,229.8,868500
4-Oct-16,224.79,229,224.1,227.86,1011600
3-Oct-16,220,226.5,219,224.79,3906700
30-Sep-16,217.86,222,217.86,220.8,1698900
29-Sep-16,216,223.5,211.5,216.87,3940900
28-Sep-16,215.05,216.5,214,214.6,843500
27-Sep-16,212,220,211,216.33,2685700
26-Sep-16,211.78,212.99,211,211.55,299700
23-Sep-16,208.25,211.9,206.06,210.24,471900
22-Sep-16,207.01,209.95,207.01,207.99,606800
21-Sep-16,210,210.98,206.01,206.99,722700
20-Sep-16,213.1,213.97,210,210.28,406600
19-Sep-16,213,214.3,212.8,213.12,240900
16-Sep-16,214.02,215,212.01,212.96,178200
15-Sep-16,214.5,215.5,213.34,214.77,239300
9-Sep-16,215.1,217.5,214,214.56,1502200
8-Sep-16,219,219,214,215.64,679200
7-Sep-16,213.99,219.75,213.75,218.89,1679400
6-Sep-16,208.1,214.9,208.1,213.96,897900
5-Sep-16,210.4,211,209.75,210.21,215000
2-Sep-16,209.47,210.4,208.6,209.57,179000
1-Sep-16,209.1,211.3,208.8,209.14,399000
31-Aug-16,211.11,211.99,208.5,209.72,653300
30-Aug-16,214,214.45,211,211.23,594900
29-Aug-16,214,215.99,212.7,213.35,435100
26-Aug-16,214.01,215.45,213.1,213.69,242700
25-Aug-16,213.5,215.85,213.1,214.35,662500
24-Aug-16,212.95,214.99,212.95,213.42,320100
23-Aug-16,209.5,215.65,209,213.1,1182000
22-Aug-16,208.5,210.8,207,210.03,557400
19-Aug-16,207,209.4,205.76,208.46,3113100
18-Aug-16,209.98,210.75,206.1,207,1941600
17-Aug-16,213.02,213.75,206,208.83,5562200
16-Aug-16,214.44,215,212.91,213.56,1052200
15-Aug-16,216,216.5,213.12,213.59,1168600
12-Aug-16,212.99,217,212.99,215.04,2591100
11-Aug-16,213.5,215.39,211.7,212.84,3383500
10-Aug-16,213.25,215.45,212,213,3100500
9-Aug-16,216,217,212,212.48,3587000
8-Aug-16,223.38,223.38,215,216.03,868700
5-Aug-16,223.5,224.25,221.15,221.81,228400
4-Aug-16,224.98,224.98,222.5,222.9,162400
3-Aug-16,224.51,225.2,222.9,224.22,248900
2-Aug-16,224.5,226.9,223.98,224.83,451700
1-Aug-16,221.9,228,221.9,225.03,542100
29-Jul-16,220,222,218.55,221.01,141700
28-Jul-16,219.78,223.51,219,220.62,513600
27-Jul-16,218.4,224.45,217.9,218.27,937500
26-Jul-16,221,221.98,215.5,217.37,510700
25-Jul-16,221.1,224.5,220.8,222.5,80900
22-Jul-16,223,223,221.01,221.98,93800
21-Jul-16,223.5,223.99,221.75,222.26,217600
20-Jul-16,224.5,224.8,220.84,222.31,321500
19-Jul-16,225.95,227.15,223.61,224.6,234400
18-Jul-16,226.05,227,224,225,241500
15-Jul-16,230.28,230.8,224,225.19,345800
14-Jul-16,229.4,231.1,228,230.28,393000
13-Jul-16,227.5,231,226.5,228.77,530200
12-Jul-16,223,228,223,226.73,1762200
11-Jul-16,221,224.99,220.02,221.87,882000
4-Jul-16,221,223.49,220.1,222.74,74700
30-Jun-16,222.89,224.49,218,220.02,249600
29-Jun-16,217.5,222.9,217.05,220.66,374600
28-Jun-16,215.5,219,214,215.13,244200
27-Jun-16,221.99,222.5,213.5,214.41,282600
24-Jun-16,225.99,226.8,218.19,220.6,670200
23-Jun-16,224,231.44,224,229.67,454300
22-Jun-16,228.4,231.8,221.5,223.37,514500
21-Jun-16,234.46,234.99,228.01,228.5,613100
20-Jun-16,245,247,232.58,232.86,1326900
17-Jun-16,244.9,252.25,240,244.82,4232800
16-Jun-16,232.9,243.85,229.51,243.72,3555600
15-Jun-16,232.73,232.73,226,232.24,2616200
14-Jun-16,217,223.49,217,221.65,1772200
13-Jun-16,213.2,220,207,216.96,1376900
10-Jun-16,216.5,216.5,211.8,213.2,113500
9-Jun-16,216,217,215.5,216.11,52600
8-Jun-16,216.51,218,215,215.56,248800
7-Jun-16,219.9,220,217,218.8,103200
6-Jun-16,217.75,219,213,218.56,152600
3-Jun-16,217.55,222,215.5,216.37,659600
2-Jun-16,213.05,219,210,216.79,384000
1-Jun-16,207.5,214.6,207.5,213.63,192500
31-May-16,213,213.96,204,205.63,381000
30-May-16,219,219,211,212.24,196400
